0	9.0
1	9.0
2	9.0
3	9.0
4	9.75
5	11.25
6	12.0
7	12.0
8	12.0
9	12.0
10	14.25
11	18.75
12	21.0
13	21.0
14	21.0
15	21.0
16	21.0
17	21.0
18	21.0
19	21.0
20	21.0
21	23.25
22	27.75
23	30.0
24	30.75
25	31.5
26	30.75
27	30.0
28	30.0
29	30.0
30	30.75
31	32.25
32	33.0
33	33.75
34	35.25
35	36.0
36	36.0
37	36.0
38	36.0
39	36.75
40	37.5
41	37.5
42	38.25
43	38.25
44	36.75
45	36.75
46	37.5
47	36.75
48	36.0
49	36.0
50	36.0
51	36.0
52	36.75
53	38.25
54	39.0
55	39.0
56	39.0
57	39.0
58	39.0
59	39.0
60	39.0
61	39.0
62	39.0
63	38.25
64	36.75
65	36.0
66	36.0
67	36.0
68	36.0
69	35.25
70	34.5
71	35.25
72	36.0
73	36.0
74	36.0
75	36.0
76	36.0
77	36.0
78	36.0
79	36.0
80	36.75
81	38.25
82	38.25
83	36.75
84	36.0
85	36.0
86	36.0
87	36.0
88	36.0
89	36.0
90	36.0
91	36.0
92	36.75
93	38.25
94	39.0
95	39.0
96	39.0
97	39.75
98	41.25
99	42.0
100	42.0
101	42.0
102	42.0
103	42.0
104	42.0
105	42.0
106	42.0
107	42.0
108	42.0
109	42.0
110	42.0
111	42.0
112	42.0
113	42.0
114	42.0
115	42.0
116	42.0
117	42.0
118	41.25
119	41.25
120	42.75
121	42.75
122	42.0
123	42.0
124	42.0
125	42.0
126	41.25
127	39.75
128	39.0
129	39.0
130	39.0
131	38.25
132	37.5
133	38.25
134	39.0
135	39.0
136	39.0
137	39.0
138	39.0
139	39.0
140	39.0
141	39.0
142	39.0
143	39.0
144	39.0
145	39.0
146	39.75
147	41.25
148	41.25
149	39.75
150	39.0
151	39.0
152	39.0
153	39.0
154	39.0
155	39.0
156	39.0
157	39.0
158	39.0
159	39.0
160	39.75
161	40.5
162	40.5
163	41.25
164	41.25
165	40.5
166	41.25
167	42.0
168	42.0
169	42.0
170	41.25
171	40.5
172	41.25
173	41.25
174	40.5
175	40.5
176	39.75
177	39.0
178	39.0
179	39.0
180	39.0
181	39.0
182	39.0
183	39.75
184	41.25
185	42.0
186	42.0
187	41.25
188	40.5
189	42.0
190	43.5
191	42.75
192	42.0
193	42.0
194	42.0
195	41.25
196	39.75
197	39.75
198	40.5
199	39.75
200	39.0
201	39.75
202	40.5
203	40.5
204	41.25
205	42.0
206	42.0
207	42.0
208	42.0
209	42.0
210	42.0
211	42.0
212	42.0
